customerID,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
1208-DNHLN,One year,Yes,Credit card (automatic),48.35,1067.15
0704-VCUMB,Two year,No,Credit card (automatic),20.25,1278.8
2550-QHZGP,One year,No,Mailed check,19.5,128.6
7817-OMJNA,One year,No,Bank transfer (automatic),20.4,275.7
2811-POVEX,Month-to-month,Yes,Bank transfer (automatic),88.45,2130.55
9940-HPQPG,Month-to-month,No,Bank transfer (automatic),91.75,865.8
2012-NWRPA,Month-to-month,Yes,Electronic check,99.55,1131.2
5176-LDKUH,One year,No,Electronic check,75.15,3772.65
0281-CNTZX,Two year,Yes,Bank transfer (automatic),19.95,1234.8
3440-JPSCL,Month-to-month,Yes,Mailed check,99.95,547.65
7284-BUYEC,Month-to-month,Yes,Credit card (automatic),50.95,229.4
4178-EGMON,Two year,Yes,Credit card (automatic),88.0,5986.45
2373-NTKOD,Month-to-month,Yes,Electronic check,66.25,546.45
4538-WNTMJ,One year,No,Mailed check,24.95,1165.9
1345-GKDZZ,Month-to-month,No,Mailed check,19.55,128.6
8883-ANODQ,Two year,Yes,Credit card (automatic),84.4,5746.75
1488-SYSFC,Month-to-month,Yes,Electronic check,20.65,702.05
5876-QMYLD,One year,No,Mailed check,20.05,415.1
3908-BLSYF,Month-to-month,No,Electronic check,83.9,497.55
4317-VTEOA,Month-to-month,Yes,Electronic check,50.75,50.75
3422-GALYP,Month-to-month,Yes,Electronic check,79.45,145.15
5461-QKNTN,Month-to-month,Yes,Electronic check,94.3,3953.15
9975-GPKZU,Two year,No,Credit card (automatic),19.75,856.5
2284-VFLKH,One year,Yes,Credit card (automatic),99.25,4920.8
8945-MUQUF,One year,Yes,Electronic check,94.8,4837.6
5149-CUZUJ,One year,No,Bank transfer (automatic),92.9,2768.35
9614-RMGHA,Month-to-month,Yes,Bank transfer (automatic),91.85,5940.85
5076-YVXCM,Month-to-month,No,Bank transfer (automatic),83.4,4149.45
5088-QZLRL,Month-to-month,No,Electronic check,20.65,20.65
5054-IEXZT,Month-to-month,Yes,Electronic check,75.35,75.35
3594-BDSOA,One year,No,Credit card (automatic),20.4,482.8
3034-ZBEQN,One year,No,Mailed check,34.7,1604.5
7903-CMPEY,Month-to-month,Yes,Electronic check,80.3,80.3
8654-DHAOW,Month-to-month,No,Mailed check,54.15,101.65
2039-JONDJ,One year,No,Bank transfer (automatic),55.45,1477.65
7623-TRNQN,Month-to-month,Yes,Mailed check,49.9,49.9
8821-KVZKQ,One year,Yes,Bank transfer (automatic),58.4,
1596-BBVTG,Month-to-month,No,Credit card (automatic),75.35,2636.05
4702-HDRKD,One year,Yes,Bank transfer (automatic),49.35,3321.35
1501-SGHBW,Month-to-month,No,Mailed check,45.85,81
0422-OHQHQ,One year,No,Mailed check,20.55,295.95
2866-IKBTM,Month-to-month,No,Mailed check,19.55,19.55
5201-CBWYG,One year,No,Bank transfer (automatic),24.8,1476.25
2642-MAWLJ,Two year,No,Bank transfer (automatic),20.25,717.95
1240-KNSEZ,Month-to-month,Yes,Mailed check,20.1,20.1
5286-YHCVC,Two year,Yes,Bank transfer (automatic),104.8,7470.1
8469-SNFFH,One year,No,Bank transfer (automatic),79.4,5528.9
9732-KPKBW,Month-to-month,Yes,Electronic check,53.95,53.95
9357-UJRUN,One year,Yes,Electronic check,58.35,1346.9
0022-TCJCI,One year,No,Credit card (automatic),62.7,2791.5
2829-HYVZP,One year,Yes,Mailed check,19.8,572.2
5846-QFDFI,Month-to-month,No,Credit card (automatic),88.6,2888.7
0722-SVSFK,Month-to-month,Yes,Electronic check,100.4,715
0947-IDHRQ,Month-to-month,Yes,Mailed check,80.3,526.7
9903-LYSAB,Month-to-month,Yes,Electronic check,73.15,1305.95
3156-QLHBO,Month-to-month,No,Mailed check,19.25,48.35
5321-NTRKC,Two year,No,Bank transfer (automatic),79.85,5234.95
1087-UDSIH,Month-to-month,Yes,Mailed check,19.6,59.75
7096-ZNBZI,Two year,No,Credit card (automatic),26.45,1914.5
7399-QHBJS,Two year,No,Credit card (automatic),66.75,4760.3
0749-IRGQE,Month-to-month,No,Electronic check,45.3,528.45
2960-NKRSO,Month-to-month,Yes,Electronic check,85.95,2107.15
4654-ULTTN,Two year,Yes,Credit card (automatic),74.8,5315.8
9715-WZCLW,Two year,Yes,Electronic check,97.2,6910.3
6681-ZSEXG,Two year,No,Credit card (automatic),59.5,3389.25
9025-AOMKI,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4
5077-DXTCG,Month-to-month,Yes,Electronic check,45.3,45.3
4012-ZTHBR,Month-to-month,Yes,Electronic check,44.95,926.25
7683-CBDKJ,Month-to-month,Yes,Electronic check,65.45,937.6
0708-LGSMF,Month-to-month,Yes,Electronic check,65.85,902.25
5519-NPHVG,Month-to-month,Yes,Electronic check,94.2,1046.1
6908-VVYHM,Month-to-month,Yes,Electronic check,90.65,5931
0215-BQKGS,Month-to-month,Yes,Credit card (automatic),84.3,2438.6
4236-UJPWO,Month-to-month,No,Electronic check,24.5,46.4
7777-UNYHB,Month-to-month,Yes,Credit card (automatic),20.1,232.4
6815-ABQFQ,One year,Yes,Electronic check,107.25,6033.3
0248-PGHBZ,Two year,Yes,Bank transfer (automatic),92.45,6140.85
2626-URJFX,Month-to-month,Yes,Electronic check,50.9,225.6
9058-HRZSV,Month-to-month,No,Electronic check,94.4,6126.15
3716-LRGXK,Two year,No,Credit card (automatic),101.15,6067.4
2568-OIADY,Month-to-month,Yes,Electronic check,99.5,3762
7606-BPHHN,Two year,Yes,Credit card (automatic),19.8,1468.75
3253-HKOKL,One year,No,Electronic check,100.3,5244.45
3606-TWKGI,Month-to-month,Yes,Electronic check,106.9,1364.3
4007-NHVHI,Month-to-month,Yes,Electronic check,96.85,5219.65
4807-IZYOZ,Two year,No,Bank transfer (automatic),20.65,1020.75
0274-JKUJR,Month-to-month,No,Mailed check,58.85,465.7
5935-FCCNB,Month-to-month,Yes,Electronic check,94.2,1608.15
2333-KWEWW,Two year,No,Credit card (automatic),20.05,388.6
7103-IPXPJ,One year,No,Electronic check,99.4,5059.75
6035-BXTTY,Month-to-month,No,Bank transfer (automatic),54.65,1830.1
3765-JXVKY,Month-to-month,Yes,Electronic check,74.7,74.7
2927-QRRQV,One year,Yes,Electronic check,94.65,4312.5
3181-MIZBN,Month-to-month,No,Electronic check,19.75,313.4
0968-GSIKN,Month-to-month,,Mailed check,70.8,70.8
0422-UXFAP,One year,Yes,Electronic check,98.85,4947.55
4016-BJKTZ,Two year,No,Electronic check,108.9,2809.05
9327-QSDED,Month-to-month,No,Mailed check,43.55,335.4
7841-FCRQD,One year,Yes,Credit card (automatic),53.75,1857.3
7054-DMVAS,Two year,Yes,Bank transfer (automatic),65.3,3512.9
1092-WPIVQ,Two year,No,Mailed check,25.1,428.45
8763-KIAFH,One year,Yes,Mailed check,20.55,583.3
2898-MRKPI,One year,Yes,Credit card (automatic),101.05,6770.5
0603-TPMIB,Two year,No,Mailed check,25.45,1534.05
8023-QHAIO,Month-to-month,Yes,Bank transfer (automatic),76.85,4275.75
0795-XCCTE,Two year,No,Bank transfer (automatic),25.4,1809.35
2453-SAFNS,One year,No,Mailed check,72.1,3886.05
5176-LMJXE,Two year,Yes,Mailed check,20.55,945.7
6598-KELSS,One year,Yes,Bank transfer (automatic),43.05,2208.05
6257-DTAYD,Two year,Yes,Credit card (automatic),104.15,7365.3
2672-OJQZP,Month-to-month,No,Mailed check,44.75,44.75
1320-HTRDR,Month-to-month,Yes,Electronic check,75.5,220.6
9236-NDUCW,Two year,No,Mailed check,35.1,770.4
0277-ORXQS,Two year,No,Bank transfer (automatic),50.55,3364.55
9412-ARGBX,Two year,Yes,Mailed check,95.5,4627.85
8634-MPHTR,Month-to-month,Yes,Electronic check,100.05,4871.05
1599-EAHXY,One year,No,Credit card (automatic),23.95,1506.4
2911-IJORQ,One year,Yes,Bank transfer (automatic),90.6,3358.65
2911-WDXMV,Month-to-month,Yes,Credit card (automatic),80.55,1406.65
1775-KWJKQ,Two year,No,Credit card (automatic),89.85,6562.9
8622-ZLFKO,Month-to-month,Yes,Electronic check,90.75,512.25
8166-ORCHU,One year,Yes,Electronic check,93.55,3055.5
8547-NSBBO,Month-to-month,Yes,Mailed check,96.75,3403.4
3714-XPXBW,Month-to-month,Yes,Credit card (automatic),78.9,2976.95
8062-YBDOE,Month-to-month,Yes,Electronic check,69.65,69.65
5846-ABOBJ,Two year,No,Bank transfer (automatic),24.45,1730.65
9121-PHQSR,Month-to-month,Yes,Credit card (automatic),85.05,1391.15
5188-HGMLP,Month-to-month,No,Bank transfer (automatic),74.0,3919.15
6479-VDGRK,Two year,No,Bank transfer (automatic),85.3,6129.2
8104-OSKWT,Month-to-month,Yes,Electronic check,79.8,1001.2
7673-BQGKU,Two year,No,Bank transfer (automatic),20.15,1337.5
2034-CGRHZ,Month-to-month,Yes,Credit card (automatic),102.95,2496.7
2667-WYLWJ,One year,Yes,Mailed check,19.75,145
1089-HDMKP,Month-to-month,Yes,Electronic check,54.55,601.25
4570-QHXHL,Month-to-month,Yes,Electronic check,43.75,405.7
1689-MRZQR,Month-to-month,No,Electronic check,78.3,2564.3
8780-YRMTT,Two year,Yes,Mailed check,47.4,3177.25
0936-NQLJU,Two year,No,Credit card (automatic),20.65,875.55
2096-XOTMO,Month-to-month,No,Mailed check,19.35,275.9
3197-NNYNB,Two year,No,Credit card (automatic),105.1,6631.85
5214-CHIWJ,One year,No,Mailed check,20.3,595.05
2056-EVGZL,One year,No,Credit card (automatic),105.75,7322.5
8118-LSUEL,Month-to-month,Yes,Electronic check,106.4,2483.5
8859-DZTGQ,Two year,No,Mailed check,20.35,689.75
8739-WWKDU,Month-to-month,Yes,Electronic check,89.5,2196.15
2040-XBAVJ,Two year,No,Bank transfer (automatic),114.45,8100.55
4884-LEVMQ,Two year,Yes,Bank transfer (automatic),20.45,790
0847-HGRML,Two year,No,Bank transfer (automatic),20.0,1250.1
0607-DAAHE,Two year,No,Bank transfer (automatic),19.75,1052.35
0320-DWVTU,Two year,No,Mailed check,99.5,5424.25
3230-WYKIR,One year,Yes,Credit card (automatic),82.0,1425.45
5828-DWPIL,Month-to-month,Yes,Electronic check,89.1,5618.3
3512-IZIKN,Two year,No,Credit card (automatic),65.3,4759.75
8329-UTMVM,One year,Yes,Bank transfer (automatic),104.65,2964
8715-KKTFG,One year,Yes,Bank transfer (automatic),103.3,6518.35
6646-VRFOL,Month-to-month,Yes,Electronic check,103.85,5485.5
0877-SDMBN,One year,Yes,Bank transfer (automatic),103.95,5639.05
1891-QRQSA,Two year,Yes,Bank transfer (automatic),111.6,7099
6543-XRMYR,Month-to-month,Yes,Electronic check,99.7,2967.35
6340-DACFT,Two year,No,Credit card (automatic),20.55,1070.25
6807-SIWJI,One year,Yes,Electronic check,104.85,3887.25
7730-CLDSV,Two year,Yes,Bank transfer (automatic),98.65,7129.45
8111-SLLHI,Month-to-month,Yes,Electronic check,105.65,4284.8
0096-FCPUF,Month-to-month,Yes,Mailed check,64.5,1888.45
1597-LHYNC,Month-to-month,Yes,Electronic check,95.0,2497.2
8132-YPVBX,Month-to-month,Yes,Mailed check,85.95,514.6
1120-BMWUB,Month-to-month,Yes,Mailed check,53.9,834.15
0743-HRVFF,One year,Yes,Electronic check,56.15,2898.95
9254-RBFON,One year,No,Bank transfer (automatic),98.6,1704.95
6372-RFVNS,Month-to-month,No,Electronic check,78.8,78.8
3635-QQRQD,Two year,Yes,Credit card (automatic),20.05,1201.65
6253-WRFHY,One year,Yes,Electronic check,64.75,877.35
7690-KPNCU,One year,Yes,Credit card (automatic),73.05,4688.65
7398-LXGYX,Month-to-month,Yes,Credit card (automatic),84.8,3626.35
0771-WLCLA,Month-to-month,Yes,Electronic check,112.95,1882.55
9578-FOMUK,Month-to-month,Yes,Electronic check,24.8,324.15
7665-NKLAV,Two year,No,Credit card (automatic),40.65,1547.35
9725-SCPZG,Month-to-month,Yes,Electronic check,90.85,90.85
3509-GWQGF,Month-to-month,No,Credit card (automatic),70.0,1732.6
7114-AEOZE,Two year,No,Bank transfer (automatic),19.85,1128.1
5095-AESKG,Month-to-month,Yes,Credit card (automatic),91.5,242.95
0112-QAWRZ,Month-to-month,Yes,Bank transfer (automatic),90.8,1442.2
5485-ITNPC,Two year,Yes,Bank transfer (automatic),85.9,5595.3
9821-BESNZ,One year,Yes,Electronic check,104.25,6860.6
3705-PSNGL,One year,Yes,Electronic check,20.4,930.45
5099-BAILX,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.9
3996-ZNWYK,Two year,No,Credit card (automatic),19.8,1388.45
2833-SLKDQ,Month-to-month,No,Mailed check,45.05,45.05
3422-LYEPQ,Month-to-month,Yes,Electronic check,71.0,71
4612-SSVHJ,Month-to-month,Yes,Electronic check,81.45,1671.6
9906-NHHVC,Two year,Yes,Bank transfer (automatic),53.5,3517.9
3011-WQKSZ,Month-to-month,Yes,Electronic check,20.0,377.55
9824-QCJPK,One year,No,Mailed check,20.0,666.75
7317-GGVPB,Two year,Yes,Credit card (automatic),108.6,7690.9
7932-WPTDS,Month-to-month,Yes,Electronic check,24.8,24.8
7112-OPOTK,Month-to-month,No,Electronic check,68.25,2171.15
7688-AWMDX,Two year,No,Bank transfer (automatic),54.5,3778.2
8474-UMLNT,Month-to-month,No,Bank transfer (automatic),67.8,842.25
1627-AFWVJ,Two year,No,Mailed check,19.4,554.25
4931-TRZWN,Month-to-month,Yes,Electronic check,71.95,923.85
7771-ZONAT,Two year,No,,56.75,1304.85
6861-XWTWQ,Month-to-month,Yes,Electronic check,99.25,665.45
1171-TYKUR,Month-to-month,No,Electronic check,25.4,1139.2
0142-GVYSN,Month-to-month,Yes,Electronic check,20.3,511.25
2931-FSOHN,Month-to-month,Yes,Electronic check,59.9,788.35
9526-JAWYF,Month-to-month,No,Electronic check,89.8,2335.3
2410-CIYFZ,Month-to-month,No,Mailed check,20.4,42.9
5261-QSHQM,Month-to-month,Yes,Electronic check,24.45,86.6
9541-PWTWO,Two year,Yes,Bank transfer (automatic),80.95,4233.95
1389-CXMLU,Month-to-month,No,Electronic check,91.05,289.1
8920-NAVAY,One year,Yes,Bank transfer (automatic),110.75,7053.35
2225-ZRGSG,Two year,No,Bank transfer (automatic),,6579.05
5678-VFNEQ,One year,Yes,Credit card (automatic),104.1,7412.25
4115-UMJFQ,One year,Yes,Bank transfer (automatic),35.75,2492.25
3506-OVLKD,One year,No,Bank transfer (automatic),26.2,954.9
2019-HDCZY,Two year,No,Electronic check,102.6,6296.75
6048-UWKAL,Two year,No,Credit card (automatic),105.4,6998.95
6234-RAAPL,Two year,No,Bank transfer (automatic),99.9,7251.7
1910-FMXJM,Month-to-month,No,Electronic check,80.4,2937.65
2616-UUTFK,Month-to-month,Yes,Bank transfer (automatic),72.75,2447.45
8751-EDEKA,Month-to-month,No,Credit card (automatic),89.9,2433.5
3721-WKIIL,Two year,Yes,Mailed check,19.6,561.15
8985-OOPOS,One year,No,Credit card (automatic),74.1,74.1
3511-BFTJW,Two year,No,Credit card (automatic),38.5,2763
3134-DSHVC,Two year,No,Credit card (automatic),98.0,6218.45
0603-OLQDC,Month-to-month,Yes,Mailed check,69.85,837.5
8612-GXIDD,Two year,Yes,Bank transfer (automatic),25.4,313
0907-HQNTS,Two year,Yes,Credit card (automatic),113.0,7987.6
7754-IXRMC,Month-to-month,No,Mailed check,45.35,45.35
5626-MGTUK,Month-to-month,Yes,Bank transfer (automatic),89.1,1879.25
4836-WNFNO,Two year,No,Credit card (automatic),25.0,1849.2
6034-YMTOB,Month-to-month,Yes,Mailed check,75.65,399.45
1696-MZVAU,One year,Yes,Credit card (automatic),25.25,947.75
6907-FLBER,Month-to-month,No,Electronic check,54.3,54.3
6586-PSJOX,One year,No,Credit card (automatic),55.2,864.55
5296-PSYVW,Two year,No,Electronic check,24.55,1750.7
6122-EFVKN,Two year,No,Mailed check,35.75,830.8
4097-YODCF,One year,Yes,Electronic check,103.8,3470.8
0872-NXJYS,Month-to-month,Yes,Electronic check,79.55,723.4
3146-MSEGF,Two year,Yes,Credit card (automatic),88.05,6425.65
1045-LTCYT,Month-to-month,No,Credit card (automatic),21.05,139.75
0661-KQHNK,One year,No,Credit card (automatic),19.0,105.5
6711-VTNRE,Month-to-month,Yes,Electronic check,87.55,3078.1
4312-KFRXN,Two year,No,Mailed check,25.4,1710.9
0587-DMGBH,Month-to-month,Yes,Electronic check,49.85,365.55
6725-TPKJO,Two year,No,Mailed check,20.05,845.25
8630-FJLIB,Month-to-month,Yes,Electronic check,69.8,1221.65
0089-IIQKO,Month-to-month,Yes,Credit card (automatic),99.95,3767.4
4742-DRORA,One year,Yes,Bank transfer (automatic),95.4,5812
8779-QRDMV,Month-to-month,Yes,Electronic check,39.65,39.65
7047-YXDMZ,Month-to-month,No,Mailed check,20.0,417.7
6901-GOGZG,Two year,Yes,Electronic check,84.95,4984.85
0654-PQKDW,One year,Yes,Bank transfer (automatic),70.75,4263.45
1226-JZNKR,One year,No,Electronic check,19.8,160.05
5666-MBJPT,Two year,Yes,Bank transfer (automatic),25.1,1725
9867-JCZSP,One year,No,Mailed check,20.75,418.25
1699-UOTXU,Two year,No,Electronic check,61.4,3638.25
4946-EDSEW,Month-to-month,Yes,Mailed check,19.25,180.3
1796-JANOW,Month-to-month,No,Mailed check,19.95,38.15
5519-YLDGW,Month-to-month,Yes,Electronic check,103.9,2254.2
3086-RUCRN,Month-to-month,Yes,Bank transfer (automatic),103.1,6595
7469-LKBCI,Two year,No,Credit card (automatic),18.95,326.8
3569-VLDHH,One year,Yes,Electronic check,75.1,5013
2933-XEUJM,Two year,No,Mailed check,79.2,3593.8
5504-WSIUR,One year,Yes,Bank transfer (automatic),90.25,6385.95
6585-WCEWR,Two year,No,Electronic check,20.35,1354.4
4146-SVFUD,Month-to-month,No,Mailed check,44.6,44.6
5701-SVCWR,Month-to-month,No,Mailed check,24.0,24
4822-RVYBB,Month-to-month,Yes,Electronic check,100.6,819.4
8805-JNRAZ,Month-to-month,No,Mailed check,49.2,103.7
3308-MHOOC,Month-to-month,Yes,Mailed check,19.2,19.2
4378-BZYFP,One year,Yes,Mailed check,20.5,365.8
9830-ECLEN,One year,No,Mailed check,50.0,2919.85
1498-NHTLT,Two year,Yes,Electronic check,86.75,5186
1513-XNPPH,Month-to-month,Yes,Electronic check,89.4,1095.65
4398-HSCJH,Month-to-month,Yes,Electronic check,63.6,155.65
7595-EHCDL,Month-to-month,No,Credit card (automatic),50.6,1653.45
5215-LNLDJ,Month-to-month,Yes,Electronic check,24.7,149.05
7677-SJJJK,One year,No,Credit card (automatic),19.9,153.95
9992-RRAMN,Month-to-month,Yes,Electronic check,85.1,1873.7
6242-FEGFD,Two year,No,Mailed check,96.6,6424.25
3956-CJUST,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55
4844-JJWUY,Month-to-month,Yes,Electronic check,86.0,86
3703-TTEPD,Month-to-month,No,Bank transfer (automatic),65.35,1424.4
4282-YMKNA,Month-to-month,Yes,Electronic check,74.75,706.6
6103-QCKFX,Month-to-month,No,Bank transfer (automatic),56.25,2419.55
4631-OACRM,Month-to-month,Yes,Electronic check,79.4,1156.1
3470-OBUET,Two year,No,Credit card (automatic),74.0,4868.4
2929-QNSRW,One year,Yes,Electronic check,98.25,5508.35
7853-OETYL,Month-to-month,Yes,Electronic check,29.05,129.6
5318-YKDPV,Two year,Yes,Credit card (automatic),79.15,3566.6
4238-HFHSN,Month-to-month,Yes,Electronic check,82.15,4904.85
9209-NWPGU,One year,No,Electronic check,65.4,2774.55
5022-JNQEQ,Month-to-month,Yes,Electronic check,75.85,647.5
6007-TCTST,Two year,Yes,Bank transfer (automatic),115.8,8476.5
8357-EQXFO,,Yes,Electronic check,95.35,660.9
3589-PPVKW,Month-to-month,Yes,Mailed check,44.4,348.15
1574-DYCWE,Two year,No,Mailed check,19.95,1028.75
4999-IEZLT,One year,No,Credit card (automatic),29.45,1983.15
4403-BWPAY,One year,Yes,Credit card (automatic),24.8,321.7
1494-EJZDW,Two year,No,Mailed check,20.15,220.8
9766-HGEDE,One year,No,Mailed check,19.35,307
4724-WXVWF,Month-to-month,Yes,Electronic check,95.4,4445.3
5469-NUJUR,Two year,Yes,Mailed check,19.95,373.5
1724-IQWNM,Month-to-month,Yes,Mailed check,19.3,19.3
8043-PNYSD,Two year,No,Mailed check,19.55,1245.6
6734-FQAJX,Two year,Yes,Electronic check,105.05,7171.7
9786-YWNHU,Two year,No,Mailed check,63.55,4014.2
8760-ZRHKE,One year,No,Electronic check,69.2,4982.5
2703-AMTUL,One year,No,Mailed check,53.65,1939.35
4583-PARNH,Month-to-month,Yes,Electronic check,91.55,1540.05
6942-LBFDP,Month-to-month,Yes,Mailed check,20.55,33.6
7203-OYKCT,One year,Yes,Electronic check,104.95,7544.3
9143-CANJF,Month-to-month,No,Electronic check,55.15,1319.85
1723-HKXJQ,Month-to-month,Yes,Electronic check,101.75,4273.45
6619-RPLQZ,Two year,No,Mailed check,20.85,892.15
4791-QRGMF,One year,Yes,Bank transfer (automatic),99.5,5961.1
6728-VOIFY,One year,Yes,Electronic check,96.0,6109.75
2081-KJSQF,Month-to-month,Yes,Mailed check,20.25,20.25
3397-AVTKU,Two year,Yes,Electronic check,60.0,2548.55
6365-HITVU,Two year,No,Credit card (automatic),87.25,6328.7
2604-XVDAM,Month-to-month,No,Bank transfer (automatic),43.8,540.95
0487-VVUVK,Month-to-month,Yes,Mailed check,19.15,477.6
6656-GULJQ,Two year,Yes,Credit card (automatic),83.55,6093.3
6599-SFQVE,Month-to-month,Yes,Electronic check,55.0,340.4
6754-WKSHP,One year,No,Bank transfer (automatic),25.35,723.3
6199-IWKGC,One year,No,Electronic check,100.25,4753.85
6221-AVQYL,Month-to-month,Yes,Credit card (automatic),73.25,131.05
5630-IXDXV,Month-to-month,Yes,Electronic check,106.35,4849.1
7340-KEFQE,Two year,No,Bank transfer (automatic),34.2,1782
5542-NKVRU,Two year,Yes,Bank transfer (automatic),20.75,844.45
4553-DVPZG,Month-to-month,Yes,Electronic check,101.35,6164.7
1925-GMVBW,Month-to-month,No,Credit card (automatic),20.55,96.1
9822-BIIGN,Month-to-month,No,Electronic check,71.85,3827.9
9172-ANCRX,Month-to-month,Yes,Electronic check,98.7,973.25
4695-VADHF,Month-to-month,No,Electronic check,,990.85
3930-ZGWVE,Month-to-month,No,Mailed check,19.75,19.75
1084-MNSMJ,Two year,No,Credit card (automatic),85.5,4421.95
3733-UOCWF,One year,Yes,Bank transfer (automatic),85.55,5251.75
8242-JSVBO,Month-to-month,Yes,Bank transfer (automatic),44.65,322.5
3804-RVTGV,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.9
3904-UKFRE,Month-to-month,Yes,Electronic check,80.1,336.15
7248-VZQLC,Month-to-month,Yes,Bank transfer (automatic),85.2,3969.35
0257-KXZGU,Month-to-month,No,Bank transfer (automatic),62.45,2045.55
2737-WFVYW,Month-to-month,Yes,Electronic check,45.25,85.5
5649-TJHOV,Month-to-month,No,Bank transfer (automatic),36.5,1032
4324-BZCKL,Month-to-month,Yes,Mailed check,55.55,551.3
5494-HECPR,Month-to-month,Yes,Electronic check,80.25,80.25
1396-QWFBJ,Month-to-month,Yes,Bank transfer (automatic),74.05,1565.7
0547-HURJB,Month-to-month,No,Credit card (automatic),21.05,235.8
7239-HZZCX,Month-to-month,No,Mailed check,19.75,19.75
4698-KVLLG,Two year,No,Credit card (automatic),19.6,967.9
0319-QZTCO,Month-to-month,Yes,Credit card (automatic),58.7,168.6
4056-QHXHZ,Two year,No,Mailed check,107.45,7576.7
0415-MOSGF,Month-to-month,No,Mailed check,44.4,44.4
6432-TWQLB,Month-to-month,Yes,Electronic check,85.4,401.1
1069-XAIEM,Month-to-month,Yes,Electronic check,85.05,85.05
